Shipping Code,Category 1,Category 2,City,Library ID,Zip Code,Territory,Shipping Date,State,Shipping Rating,CO2 Emissions,Energy Usage,Damaged Items,Container Volume,Shipping Cost,Units
242,Shelves and Couches,Counters,Chicago,LL_157749,60610,Central,9/06/2021,Illinois,Friendly,1,127,0,54,3,2
243,Shelves and Couches,Desks and Tables,Chicago,LL_157749,60610,Central,9/06/2021,Illinois,Low,1,5,0,51,0,11
244,Stationary,Paper,Chicago,LL_157749,60610,Central,9/06/2021,Illinois,Moderate,8,633,0,47,0,126
245,Shelves and Couches,Desk Chairs,Lakeville,LL_131926,55044,Central,6/06/2019,Minnesota,Friendly,1,5,0,49,1,9
246,Stationary,Containers,Lakeville,LL_131926,55044,Central,6/06/2019,Minnesota,Low,1,5,0,64,0,5
247,Stationary,Paper,Lakeville,LL_131926,55044,Central,6/06/2019,Minnesota,Low,1,592,0,59,2,10
248,Stationary,Pens,Lakeville,LL_131926,55044,Central,6/06/2019,Minnesota,Friendly,1,5,0,23,23,5
249,Stationary,Paper,Lakeville,LL_131926,55044,Central,6/06/2019,Minnesota,Moderate,1,5,0,39,1,4
250,Shelves and Couches,Desk Chairs,San Francisco,LL_154739,94109,West,15/12/2021,California,Terrible,1,5,0,52,1,8
251,Stationary,Paper,San Diego,LL_145625,92037,West,17/09/2021,California,Very Friendly,36,399,0,55,12,45
252,Computers and Scanners,Scanners,San Diego,LL_145625,92037,West,17/09/2021,California,Low,1,5,0,50,0,7
253,Stationary,Containers,New York City,LL_146941,10024,East,13/12/2021,New York,Moderate,1,988,0,59,0,28
254,Stationary,Envelopes,New York City,LL_146941,10024,East,13/12/2021,New York,Moderate,1,5,0,48,3,5
255,Shelves and Couches,Desks and Tables,Chicago,LL_159982,60623,Central,4/12/2020,Illinois,Moderate,1,203,0,51,1,35
256,Stationary,Containers,Chicago,LL_159982,60623,Central,4/12/2020,Illinois,Low,1,106,0,54,1,5
257,Stationary,Containers,Chicago,LL_159982,60623,Central,4/12/2020,Illinois,Very Friendly,2,711,0,73,2,10
258,Computers and Scanners,Telephones and Intercomms,Chicago,LL_159982,60623,Central,4/12/2020,Illinois,Moderate,1,5,0,49,1,25
259,Computers and Scanners,Scanners,New York City,LL_163139,10009,East,3/12/2022,New York,Friendly,1,430,0,43,1,10
260,Stationary,Containers,New York City,LL_163139,10009,East,3/12/2022,New York,Low,1,690,0,43,2,13
261,Stationary,Folders,New York City,LL_163139,10009,East,3/12/2022,New York,Low,1,5,0,55,0,21
262,Stationary,Pens,Pasadena,LL_155299,77506,Central,12/06/2022,Texas,Very Friendly,1,6,0,72,1,3
263,Computers and Scanners,Fax Machines,Houston,LL_106992,77036,Central,21/09/2019,Texas,Friendly,3,445,0,67,5,8
264,Computers and Scanners,Fax Machines,Houston,LL_106992,77036,Central,21/09/2019,Texas,Moderate,3,223,0,66,0,135
265,Computers and Scanners,Telephones and Intercomms,Chicago,LL_125318,60610,Central,13/06/2021,Illinois,Low,1,5,0,61,0,5
266,Computers and Scanners,Scanners,Brentwood,LL_155040,94513,West,15/11/2020,California,Friendly,1,208,1,76,21,5
267,Stationary,Paper,Chapel Hill,LL_136826,27514,South,20/06/2022,North Carolina,Moderate,1,430,0,63,1,13
268,Stationary,Staples,Morristown,LL_111010,7960,East,28/01/2021,New Jersey,Friendly,349,797,0,73,6,1272
269,Stationary,Containers,Cincinnati,LL_145366,45231,East,13/12/2022,Ohio,Very Friendly,1,570,0,72,3,4
270,Stationary,Envelopes,Cincinnati,LL_145366,45231,East,13/12/2022,Ohio,Very Friendly,4,145,2,82,42,7
271,Stationary,Containers,San Francisco,LL_163979,94110,West,2/01/2023,California,Moderate,120,501,0,63,1,1060
272,Computers and Scanners,Scanners,San Francisco,LL_155334,94109,West,31/07/2020,California,Moderate,29,963,0,68,2,212
273,Shelves and Couches,Desks and Tables,San Francisco,LL_155334,94109,West,31/07/2020,California,Very Friendly,120,791,2,82,30,127
274,Stationary,Folders,San Francisco,LL_155334,94109,West,31/07/2020,California,Friendly,15,493,0,66,2,15
275,Stationary,Paper,Inglewood,LL_118136,90301,West,17/09/2022,California,Terrible,8,369,0,66,0,23
276,Stationary,Paper,Inglewood,LL_118136,90301,West,17/09/2022,California,Very Friendly,45,46,2,77,32,47
277,Stationary,Paper,Philadelphia,LL_132976,19140,East,17/10/2022,Pennsylvania,Friendly,1,151,0,69,1,5
278,Stationary,Paper,Philadelphia,LL_132976,19140,East,17/10/2022,Pennsylvania,Low,1,5,0,63,1,6
279,Stationary,Containers,Philadelphia,LL_132976,19140,East,17/10/2022,Pennsylvania,Terrible,1,5,1,78,22,5
280,Stationary,Barcode Labels,Philadelphia,LL_132976,19140,East,17/10/2022,Pennsylvania,Very Friendly,14,255,1,73,16,24
281,Stationary,Folders,Houston,LL_161991,77070,Central,28/09/2020,Texas,Friendly,1,5,0,71,4,5
282,Computers and Scanners,Telephones and Intercomms,Houston,LL_161991,77070,Central,28/09/2020,Texas,Friendly,1,415,0,64,4,2
283,Shelves and Couches,Counters,Los Angeles,LL_130890,90004,West,6/11/2020,California,Low,1,547,0,62,0,49
284,Stationary,Paper,Portland,LL_130883,97206,West,2/10/2020,Oregon,Moderate,1,375,0,63,0,24
285,Computers and Scanners,Scanners,Portland,LL_130883,97206,West,2/10/2020,Oregon,Moderate,11,91,0,64,1,147
286,Stationary,Paper,Portland,LL_130883,97206,West,2/10/2020,Oregon,Moderate,7,202,0,67,8,79
287,Stationary,Folders,Tamarac,LL_112697,33319,South,20/12/2021,Florida,Very Friendly,5,229,2,78,37,4
288,Stationary,Pens,Tamarac,LL_112697,33319,South,20/12/2021,Florida,Friendly,1,50,0,72,2,19
289,Stationary,Additional Supplies,Tamarac,LL_112697,33319,South,20/12/2021,Florida,Moderate,1,122,0,64,0,6
290,Stationary,Staples,Columbus,LL_110772,43229,East,24/11/2021,Ohio,Very Friendly,20,385,0,71,6,63
291,Stationary,Barcode Labels,Columbus,LL_110772,43229,East,24/11/2021,Ohio,Low,1,5,0,61,0,5
292,Computers and Scanners,Scanners,Columbus,LL_110772,43229,East,24/11/2021,Ohio,Terrible,4,153,0,64,0,5
293,Shelves and Couches,Book Shelf,Columbus,LL_110772,43229,East,24/11/2021,Ohio,Low,12,70,0,67,1,25
294,Shelves and Couches,Desks and Tables,Colorado Springs,LL_111451,80906,West,28/12/2019,Colorado,Friendly,6,646,0,74,1,79
295,Shelves and Couches,Desk Chairs,Colorado Springs,LL_111451,80906,West,28/12/2019,Colorado,Friendly,1,783,0,75,6,3
296,Shelves and Couches,Desks and Tables,Colorado Springs,LL_111451,80906,West,28/12/2019,Colorado,Terrible,1,5,0,22,22,5
297,Stationary,Folders,Colorado Springs,LL_111451,80906,West,28/12/2019,Colorado,Very Friendly,7,177,2,79,41,8
298,Stationary,Staples,Colorado Springs,LL_111451,80906,West,28/12/2019,Colorado,Friendly,5,785,0,69,1,10
299,Stationary,Paper,Belleville,LL_142545,7109,East,3/11/2021,New Jersey,Very Friendly,11,391,1,78,38,10
300,Stationary,Containers,Belleville,LL_142545,7109,East,3/11/2021,New Jersey,Moderate,2,201,0,75,6,4
301,Stationary,Paper,Belleville,LL_142545,7109,East,3/11/2021,New Jersey,Friendly,5,416,0,72,10,8
302,Shelves and Couches,Desks and Tables,Belleville,LL_142545,7109,East,3/11/2021,New Jersey,Friendly,2,948,1,75,20,4
303,Stationary,Folders,Belleville,LL_142545,7109,East,3/11/2021,New Jersey,Very Friendly,1,114,1,78,17,5
304,Shelves and Couches,Counters,Chicago,LL_152380,60623,Central,23/11/2022,Illinois,Friendly,12,78,1,75,34,10
305,Shelves and Couches,Desks and Tables,New York City,LL_144253,10024,East,9/05/2020,New York,Very Friendly,5,203,2,77,37,5
306,Stationary,Paper,Taylor,LL_130960,48180,Central,4/01/2020,Michigan,Very Friendly,2,919,1,71,24,5
308,Stationary,Paper,Lakewood,LL_111003,8701,East,6/06/2019,New Jersey,Very Friendly,6,150,2,79,41,5
309,Stationary,Paper,Arlington,LL_126774,22204,South,17/04/2022,Virginia,Very Friendly,39,565,1,80,31,61
310,Shelves and Couches,Desks and Tables,Arvada,LL_142902,80004,West,14/09/2021,Colorado,Very Friendly,85,679,1,79,34,82
311,Shelves and Couches,Desk Chairs,Arvada,LL_142902,80004,West,14/09/2021,Colorado,Friendly,9,4,0,79,36,11
312,Shelves and Couches,Desks and Tables,Arvada,LL_142902,80004,West,14/09/2021,Colorado,Friendly,6,591,1,73,25,10
313,Stationary,Barcode Labels,Arvada,LL_142902,80004,West,14/09/2021,Colorado,Very Friendly,1,238,2,81,44,5
314,Shelves and Couches,Desks and Tables,Hackensack,LL_120887,7601,East,3/10/2019,New Jersey,Very Friendly,4,432,1,78,39,4
315,Computers and Scanners,Telephones and Intercomms,Saint Petersburg,LL_167850,33710,South,16/08/2019,Florida,Terrible,1,5,0,1,0,5
316,Stationary,Paper,Saint Petersburg,LL_167850,33710,South,16/08/2019,Florida,Friendly,45,142,1,80,45,57
317,Stationary,Paper,Philadelphia,LL_164259,19143,East,30/12/2019,Pennsylvania,Friendly,1,902,0,68,0,2
318,Shelves and Couches,Desk Chairs,New York City,LL_164973,10024,East,9/11/2019,New York,Very Friendly,1,111,0,71,14,2
320,Computers and Scanners,Telephones and Intercomms,New York City,LL_164973,10024,East,9/11/2019,New York,Very Friendly,1,277,0,72,14,4
321,Computers and Scanners,Scanners,New York City,LL_164973,10024,East,9/11/2019,New York,Friendly,1,509,2,78,47,5
322,Stationary,Containers,New York City,LL_164973,10024,East,9/11/2019,New York,Very Friendly,1,577,0,74,6,2
323,Stationary,Staples,Long Beach,LL_156601,90805,West,24/09/2019,California,Friendly,1,787,1,79,30,5
324,Stationary,Folders,Hesperia,LL_162138,92345,West,27/04/2021,California,Friendly,1,52,0,67,3,4
326,Shelves and Couches,Desks and Tables,Murfreesboro,LL_153339,37130,South,5/11/2022,Tennessee,Very Friendly,1,5,0,74,0,5
327,Computers and Scanners,Telephones and Intercomms,Philadelphia,LL_141544,19143,East,1/09/2021,Pennsylvania,Very Friendly,17,614,2,79,39,16
328,Stationary,Containers,Philadelphia,LL_141544,19143,East,1/09/2021,Pennsylvania,Very Friendly,4,823,3,79,40,5
329,Shelves and Couches,Desk Chairs,Philadelphia,LL_141544,19143,East,1/09/2021,Pennsylvania,Very Friendly,30,733,0,74,13,38
330,Stationary,Barcode Labels,Philadelphia,LL_141544,19143,East,1/09/2021,Pennsylvania,Very Friendly,6,815,1,77,39,10
331,Stationary,Folders,Philadelphia,LL_141544,19143,East,1/09/2021,Pennsylvania,Friendly,10,819,0,72,9,22
332,Computers and Scanners,Telephones and Intercomms,Philadelphia,LL_150147,19134,East,29/04/2021,Pennsylvania,Moderate,156,14,0,66,3,146
334,Stationary,Folders,Philadelphia,LL_150147,19134,East,29/04/2021,Pennsylvania,Friendly,1,965,0,73,0,8
335,Stationary,Folders,Los Angeles,LL_137946,90045,West,4/09/2020,California,Very Friendly,4,593,1,74,20,5
336,Computers and Scanners,Photocopy Machines,Los Angeles,LL_137946,90045,West,4/09/2020,California,Very Friendly,2,732,1,76,37,2
337,Stationary,Folders,Los Angeles,LL_137946,90045,West,4/09/2020,California,Very Friendly,30,38,1,80,37,41
338,Stationary,Folders,San Francisco,LL_129924,94122,West,17/07/2019,California,Very Friendly,5,532,2,80,41,9
339,Shelves and Couches,Counters,San Francisco,LL_129924,94122,West,17/07/2019,California,Very Friendly,4,557,2,80,37,7
340,Stationary,Staples,Layton,LL_128167,84041,West,26/06/2020,Utah,Friendly,19,402,0,71,16,64
341,Stationary,Paper,Philadelphia,LL_122336,19140,East,17/04/2019,Pennsylvania,Moderate,32,96,0,69,3,49
342,Stationary,Folders,Philadelphia,LL_122336,19140,East,17/04/2019,Pennsylvania,Very Friendly,55,770,1,78,39,59
343,Stationary,Staples,Philadelphia,LL_122336,19140,East,17/04/2019,Pennsylvania,Very Friendly,1,69,1,75,22,5
344,Computers and Scanners,Telephones and Intercomms,Philadelphia,LL_122336,19140,East,17/04/2019,Pennsylvania,Low,40,435,0,70,2,67
345,Stationary,Containers,Austin,LL_120712,78745,Central,24/12/2020,Texas,Low,9,935,0,71,0,25
346,Computers and Scanners,Telephones and Intercomms,San Francisco,LL_169901,94122,West,19/06/2022,California,Very Friendly,7,143,1,80,45,6
347,Stationary,Paper,Lowell,LL_134306,1852,East,12/07/2022,Massachusetts,Moderate,2,818,0,72,9,5
348,Stationary,Paper,Lowell,LL_134306,1852,East,12/07/2022,Massachusetts,Moderate,6,67,0,74,22,2
349,Stationary,Paper,Lowell,LL_134306,1852,East,12/07/2022,Massachusetts,Moderate,2,258,0,75,12,3
350,Computers and Scanners,Scanners,New York City,LL_129714,10009,East,3/09/2021,New York,Very Friendly,2,420,0,73,7,2
351,Stationary,Paper,New York City,LL_129714,10009,East,3/09/2021,New York,Very Friendly,3,452,0,77,14,5
352,Stationary,Folders,New York City,LL_129714,10009,East,3/09/2021,New York,Very Friendly,30,657,0,73,6,21
353,Stationary,Paper,New York City,LL_129714,10009,East,3/09/2021,New York,Low,5,638,0,74,1,17
354,Stationary,Folders,New York City,LL_129714,10009,East,3/09/2021,New York,Very Friendly,10,365,1,75,31,3
355,Shelves and Couches,Book Shelf,New York City,LL_138520,10035,East,13/04/2021,New York,Terrible,2,265,0,61,1,18
356,Stationary,Envelopes,New York City,LL_138520,10035,East,13/04/2021,New York,Terrible,1,5,0,2,2,5
357,Stationary,Paper,New York City,LL_138520,10035,East,13/04/2021,New York,Very Friendly,32,751,2,80,28,19
358,Stationary,Paper,New York City,LL_138520,10035,East,13/04/2021,New York,Friendly,1,5,0,68,5,5
359,Stationary,Paper,Charlotte,LL_130001,28205,South,28/04/2021,North Carolina,Terrible,1,5,0,73,14,5
360,Stationary,Pens,Columbus,LL_155698,31907,South,11/03/2022,Georgia,Terrible,1,5,1,76,11,5
361,Stationary,Barcode Labels,Columbus,LL_155698,31907,South,11/03/2022,Georgia,Moderate,1,5,0,65,1,5
362,Stationary,Barcode Labels,New York City,LL_144904,10009,East,1/10/2022,New York,Moderate,1,5,0,1,1,5
363,Shelves and Couches,Desk Chairs,New York City,LL_144904,10009,East,1/10/2022,New York,Low,1,5,0,68,0,5
364,Stationary,Paper,New York City,LL_144904,10009,East,1/10/2022,New York,Terrible,1,5,1,75,16,5
365,Shelves and Couches,Desks and Tables,New York City,LL_144904,10009,East,1/10/2022,New York,Very Friendly,3,120,2,79,30,4
366,Stationary,Containers,San Francisco,LL_123344,94109,West,29/09/2019,California,Moderate,1,5,0,59,0,6
367,Stationary,Folders,Manchester,LL_155516,6040,East,21/10/2021,Connecticut,Friendly,1,5,0,70,1,5
368,Stationary,Additional Supplies,Manchester,LL_155516,6040,East,21/10/2021,Connecticut,Friendly,1,5,0,64,0,5
369,Stationary,Containers,Manchester,LL_155516,6040,East,21/10/2021,Connecticut,Friendly,1,5,0,71,0,5
370,Shelves and Couches,Book Shelf,Manchester,LL_155516,6040,East,21/10/2021,Connecticut,Friendly,1,5,0,68,0,5
371,Stationary,Paper,Harlingen,LL_104745,78550,Central,4/06/2022,Texas,Friendly,1,5,0,74,16,5
372,Stationary,Containers,Harlingen,LL_104745,78550,Central,4/06/2022,Texas,Moderate,13,835,0,74,9,37
373,Stationary,Folders,Tucson,LL_119137,85705,West,27/07/2019,Arizona,Terrible,1,5,1,74,28,5
374,Computers and Scanners,Scanners,Tucson,LL_119137,85705,West,27/07/2019,Arizona,Friendly,1,5,1,73,10,5
375,Stationary,Paper,Tucson,LL_119137,85705,West,27/07/2019,Arizona,Friendly,1,5,1,74,10,5
376,Computers and Scanners,Scanners,Tucson,LL_119137,85705,West,27/07/2019,Arizona,Moderate,1,5,0,71,8,5
377,Stationary,Paper,Quincy,LL_134656,62301,Central,1/10/2021,Illinois,Terrible,1,5,2,78,11,5
378,Shelves and Couches,Counters,Franklin,LL_134481,2038,East,1/09/2022,Massachusetts,Low,1,903,0,63,5,9
379,Stationary,Pens,Houston,LL_130792,77095,Central,5/05/2020,Texas,Moderate,34,712,0,71,8,177
380,Stationary,Containers,Houston,LL_130792,77095,Central,5/05/2020,Texas,Very Friendly,53,878,3,80,17,31
382,Stationary,Paper,San Francisco,LL_134775,94109,West,29/10/2021,California,Very Friendly,5,697,1,77,17,16
383,Stationary,Folders,San Francisco,LL_134775,94109,West,29/10/2021,California,Very Friendly,6,708,0,72,4,41
384,Computers and Scanners,Scanners,Taylor,LL_125395,48180,Central,29/06/2020,Michigan,Moderate,1,889,0,78,4,4
385,Shelves and Couches,Counters,Pembroke Pines,LL_168935,33024,South,2/12/2020,Florida,Terrible,3,588,0,77,0,11
386,Computers and Scanners,Scanners,Pembroke Pines,LL_168935,33024,South,2/12/2020,Florida,Terrible,1,5,0,1,0,5
387,Computers and Scanners,Fax Machines,Philadelphia,LL_122756,19140,East,7/12/2020,Pennsylvania,Friendly,1,5,1,6,6,5
388,Shelves and Couches,Desks and Tables,Philadelphia,LL_122756,19140,East,7/12/2020,Pennsylvania,Moderate,2,291,0,71,7,9
389,Stationary,Paper,Cincinnati,LL_115973,45231,East,26/11/2019,Ohio,Moderate,2,442,0,74,4,13
390,Stationary,Folders,New York City,LL_101798,10009,East,15/12/2022,New York,Moderate,1,151,0,70,7,6
391,Computers and Scanners,Scanners,New York City,LL_101798,10009,East,15/12/2022,New York,Terrible,1,5,2,68,14,5
392,Computers and Scanners,Telephones and Intercomms,Des Moines,LL_135972,98198,West,23/09/2019,Washington,Moderate,1,5,0,71,3,5
393,Computers and Scanners,Photocopy Machines,Des Moines,LL_135972,98198,West,23/09/2019,Washington,Friendly,1,188,0,69,5,12
394,Stationary,Folders,Peoria,LL_134971,61604,Central,10/06/2019,Illinois,Moderate,1,5,1,64,5,5
395,Stationary,Folders,Las Vegas,LL_102946,89115,West,5/07/2022,Nevada,Low,1,54,0,58,1,9
396,Stationary,Containers,Warwick,LL_165603,2886,East,19/10/2022,Rhode Island,Moderate,1,224,0,71,2,6
397,Stationary,Paper,Warwick,LL_165603,2886,East,19/10/2022,Rhode Island,Friendly,1,841,0,71,12,3
398,Stationary,Additional Supplies,Jackson,LL_122259,49201,Central,4/11/2020,Michigan,Very Friendly,39,302,0,75,11,105
399,Stationary,Containers,Houston,LL_108987,77036,Central,10/09/2021,Texas,Moderate,1,544,0,70,2,5
400,Shelves and Couches,Book Shelf,Houston,LL_108987,77036,Central,10/09/2021,Texas,Friendly,1,816,0,76,8,3
401,Stationary,Containers,Houston,LL_108987,77036,Central,10/09/2021,Texas,Moderate,1,919,0,71,11,6
402,Computers and Scanners,Scanners,Houston,LL_108987,77036,Central,10/09/2021,Texas,Very Friendly,3,795,0,71,4,26
403,Stationary,Paper,Miami,LL_113166,33180,South,26/12/2019,Florida,Very Friendly,1,5,1,77,22,4
406,Computers and Scanners,Scanners,San Francisco,LL_117457,94110,West,12/12/2022,California,Friendly,1,5,0,72,1,5
408,Stationary,Paper,San Francisco,LL_117457,94110,West,12/12/2022,California,Friendly,1,5,0,71,4,5
409,Shelves and Couches,Counters,San Francisco,LL_117457,94110,West,12/12/2022,California,Low,1,5,0,69,9,5
410,Stationary,Paper,San Francisco,LL_117457,94110,West,12/12/2022,California,Friendly,3,762,1,69,10,5
412,Stationary,Paper,San Francisco,LL_117457,94110,West,12/12/2022,California,Very Friendly,560,817,2,77,23,285
413,Shelves and Couches,Book Shelf,San Francisco,LL_117457,94110,West,12/12/2022,California,Friendly,1,712,0,75,8,3
414,Shelves and Couches,Desk Chairs,San Francisco,LL_117457,94110,West,12/12/2022,California,Low,17,871,0,73,13,25
415,Stationary,Paper,Seattle,LL_142636,98105,West,7/11/2022,Washington,Low,9,773,0,70,1,33
416,Shelves and Couches,Desk Chairs,Seattle,LL_142636,98105,West,7/11/2022,Washington,Low,1,304,0,47,1,15
417,Stationary,Paper,Huntington Beach,LL_122105,92646,West,28/06/2022,California,Low,1,262,0,56,2,7
418,Shelves and Couches,Desk Chairs,Los Angeles,LL_148796,90004,West,18/04/2021,California,Friendly,1,916,0,49,9,2
419,Stationary,Paper,Richmond,LL_154816,40475,South,10/11/2022,Kentucky,Low,1,5,0,51,1,12
420,Stationary,Paper,Los Angeles,LL_110478,90045,West,9/03/2022,California,Low,1,5,0,49,1,7
421,Stationary,Envelopes,Los Angeles,LL_110478,90045,West,9/03/2022,California,Low,1,518,0,52,2,17
422,Computers and Scanners,Scanners,Louisville,LL_142048,80027,West,25/06/2019,Colorado,Low,1,5,0,44,0,4
423,Shelves and Couches,Desks and Tables,Lawrence,LL_125388,1841,East,23/10/2022,Massachusetts,Low,1,5,0,47,0,9
424,Stationary,Containers,Lawrence,LL_125388,1841,East,23/10/2022,Massachusetts,Low,1,5,0,59,0,5
425,Shelves and Couches,Desk Chairs,Jackson,LL_155705,39212,South,23/08/2022,Mississippi,Low,1,841,0,47,1,50
426,Shelves and Couches,Desks and Tables,Canton,LL_149160,48187,Central,26/11/2022,Michigan,Low,1,869,0,53,4,3
427,Stationary,Folders,Canton,LL_149160,48187,Central,26/11/2022,Michigan,Low,1,946,0,47,3,17
428,Computers and Scanners,Fax Machines,New Rochelle,LL_101476,10801,East,13/09/2019,New York,Low,1,5,0,58,1,5
429,Stationary,Paper,San Antonio,LL_152275,78207,Central,8/10/2022,Texas,Moderate,13,162,0,69,4,68
430,Stationary,Folders,Gastonia,LL_123750,28052,South,21/04/2021,North Carolina,Low,1,5,0,48,3,5
431,Computers and Scanners,Scanners,Gastonia,LL_123750,28052,South,21/04/2021,North Carolina,Low,1,748,0,57,0,4
432,Computers and Scanners,Scanners,Gastonia,LL_123750,28052,South,21/04/2021,North Carolina,Moderate,1,867,0,54,0,70
433,Stationary,Containers,Gastonia,LL_123750,28052,South,21/04/2021,North Carolina,Low,1,583,0,60,11,5
434,Stationary,Containers,Lowell,LL_127369,1852,East,7/06/2021,Massachusetts,Low,1,5,0,56,4,5
435,Stationary,Folders,Jacksonville,LL_150574,32216,South,25/12/2019,Florida,Friendly,1,264,0,58,1,20
